d3mIndex,timestamp,value,ground_truth
228,1472986800,0.29954581678025105,0
229,1472987100,0.29742709200540995,0
230,1472987400,0.28805258795034083,0
231,1472987700,0.30452466489715124,0
232,1472988000,0.30554835329441754,0
233,1472988300,0.3085480705088505,0
234,1472988600,0.30913126268747665,0
235,1472988900,0.3131081370086299,0
236,1472989200,0.3200412993388656,0
237,1472989500,0.3386786323512731,0
238,1472989800,0.32748630586825994,0
239,1472990100,0.3350243749797971,0
240,1472990400,0.34512166508502545,0
241,1472990700,0.3448890086312446,0
242,1472991000,0.3517539250682592,0
243,1472991300,0.35943158805143444,0
244,1472991600,0.3573128632774341,0
245,1472991900,0.3612680229959121,0
246,1472992200,0.3629214348623507,0
247,1472992500,0.3688774400858662,0
248,1472992800,0.3797874767383059,0
249,1472993100,0.3807181025544802,0
250,1472993400,0.3855356421959114,0
251,1472993700,0.3713901297900621,0
252,1472994000,0.3711791879379057,0
253,1472994300,0.3816735450585254,0
254,1472994600,0.3800914811715545,0
255,1472994900,0.372832599805395,0
256,1472995200,0.3897234583692211,0
257,1472995500,0.38704635810446536,0
258,1472995800,0.38413970347217535,0
259,1472996100,0.3809290444055859,0
260,1472996400,0.3826724167679209,0
261,1472996700,0.3971436482096937,0
262,1472997000,0.3890720202973737,0
263,1472997300,0.3758323170187771,0
264,1472997600,0.3620838716283192,1
265,1472997900,0.3767164115444053,1
266,1472998200,0.420316231032959,1
267,1472998500,0.36271049301124497,1
268,1472998800,0.3587336186900918,0
269,1472999100,0.35352211411951584,0
270,1472999400,0.3386538156623514,0
271,1472999700,0.340422004713608,0
272,1473000000,0.3374222874991752,0
273,1473000300,0.3409586656006374,0
274,1473000600,0.33707175177538057,0
275,1473000900,0.3151337992015381,0
276,1473001200,0.3283486857912131,0
277,1473001500,0.2996854106527297,0
278,1473001800,0.30775703856536496,0
279,1473002100,0.2934719322866167,0
280,1473002400,0.28018879980361555,0
281,1473002700,0.2787928610793541,0
282,1473003000,0.2797234868955284,0
283,1473003300,0.2618306545362705,0
284,1473003600,0.2584338703071818,0
285,1473003900,0.2401005417283381,0
286,1473004200,0.2566656812564507,0
287,1473004500,0.21704583817529668,0
288,1473004800,0.2225117138023287,0
289,1473005100,0.21467274234399966,0
290,1473005400,0.20420320191189184,0
291,1473005700,0.19570969029615187,0
292,1473006000,0.19466428729596874,0
293,1473006300,0.18938143474608266,0
294,1473006600,0.17956333238530725,0
295,1473006900,0.1759587083906238,0
296,1473007200,0.1619279731685417,0
297,1473007500,0.15664822270474454,0
298,1473007800,0.15455431461829985,0
299,1473008100,0.14415302007940256,0
300,1473008400,0.1480399339049747,0
301,1473008700,0.14108195488592234,0
302,1473009000,0.1345923908610986,0
303,1473009300,0.13124213792276607,0
304,1473009600,0.11176724167601183,0
305,1473009900,0.10709239799278047,0
306,1473010200,0.10990599004366323,0
307,1473010500,0.10371732836605167,0
308,1473010800,0.09669110345377817,0
309,1473011100,0.0935983236580431,0
310,1473011400,0.09015500813798806,0
311,1473011700,0.0879432207818449,0
312,1473012000,0.08727006810837315,0
313,1473012300,0.07963893641574396,0
314,1473012600,0.07607774162535999,0
315,1473012900,0.07838259156364598,0
316,1473013200,0.07184339416150426,0
317,1473013500,0.07468180290057312,0
318,1473013800,0.07154249181450226,0
319,1473014100,0.06593392022853481,0
320,1473014400,0.07093758503425163,0
321,1473014700,0.06800611371303994,0
322,1473015000,0.06744773822333536,0
323,1473015300,0.0646775753774876,0
324,1473015600,0.0595591333880036,0
325,1473015900,0.0638182975397302,0
326,1473016200,0.05669901004625956,0
327,1473016500,0.05825625724535957,0
328,1473016800,0.05690684981216958,0
329,1473017100,0.053463534291799314,0
330,1473017400,0.05879291813238904,0
331,1473017700,0.05460510196013011,0
332,1473018000,0.05172016192946443,0
333,1473018300,0.05120831773030587,0
334,1473018600,0.052812096221002684,0
335,1473018900,0.04804418995531326,0
336,1473019200,0.04776500221098641,0
337,1473019500,0.04799765866476725,0
338,1473019800,0.048509502863925816,0
339,1473020100,0.050671656843276416,0
340,1473020400,0.048649096736614654,0
341,1473020700,0.048205498430677216,0
342,1473021000,0.04581068799649498,0
343,1473021300,0.049415311991178434,0
344,1473021600,0.045764156705948966,0
345,1473021900,0.044343401293291264,0
346,1473022200,0.04878869060825272,0
347,1473022500,0.045764156705948966,0
348,1473022800,0.04469393701708582,0
349,1473023100,0.04408903023683524,0
350,1473023400,0.04511271863515234,0
351,1473023700,0.04557803154271409,0
352,1473024000,0.04385637378305436,0
353,1473024300,0.045205781216244384,0
354,1473024600,0.04599681315972984,0
355,1473024900,0.0467878451042661,0
356,1473025200,0.04762540833829753,0
357,1473025500,0.052045880965388126,0
358,1473025800,0.048695628027160674,0
359,1473026100,0.05111525514921381,0
360,1473026400,0.057396979408653015,0
361,1473026700,0.05876810144451816,0
362,1473027000,0.06265501526977506,0
363,1473027300,0.06276979245354222,0
364,1473027600,0.06309551148946592,0
365,1473027900,0.07163555439559427,0
366,1473028200,0.06937723574890509,0
367,1473028500,0.08042996835922943,0
368,1473028800,0.07505405322704288,0
369,1473029100,0.0806378081240886,0
370,1473029400,0.08142884006862487,0
371,1473029700,0.09262116655058726,0
372,1473030000,0.0951555708571431,0
373,1473030300,0.10081067373344642,0
374,1473030600,0.10048495469783797,0
375,1473030900,0.1060221783041275,0
376,1473031200,0.11379290386934048,0
377,1473031500,0.11707180882831038,0
378,1473031800,0.1273800407855902,0
379,1473032100,0.13491810989670705,0
380,1473032400,0.1368010761315206,0
381,1473032700,0.13896633219711774,0
382,1473033000,0.143759055150573,0
383,1473033300,0.15436818945506495,0
384,1473033600,0.15480868567475586,0
385,1473033900,0.1600915382245894,0
386,1473034200,0.1683492913002494,0
387,1473034500,0.16932644840728495,0
388,1473034800,0.1801930558542693,0
389,1473035100,0.19105656121521736,0
390,1473035400,0.19905994323443188,0
391,1473035700,0.2022240710094665,0
392,1473036000,0.2044110416775076,0
393,1473036300,0.2145796797623823,0
394,1473036600,0.22041780571588404,0
395,1473036900,0.22928356765814625,0
396,1473037200,0.2423123290847965,0
397,1473037500,0.2430568297377359,0
398,1473037800,0.26762535128505244,0
399,1473038100,0.2597615631383272,0
400,1473038400,0.2807006440024589,0
401,1473038700,0.2989409099997902,0
402,1473039000,0.2840260802522901,0
403,1473039300,0.3027564758461048,0
404,1473039600,0.2926591857404561,0
405,1473039900,0.29505399617411304,0
406,1473040200,0.3027564758461048,0
407,1473040500,0.3107133265744476,0
408,1473040800,0.3129933598238119,0
409,1473041100,0.3260438358529271,0
410,1473041400,0.3386538156623514,0
411,1473041700,0.3363737824129871,0
412,1473042000,0.3690170339585551,0
413,1473042300,0.335002660377122,0
414,1473042600,0.35491805284325184,0
415,1473042900,0.3603156825770627,0
416,1473043200,0.35382301646651776,0
417,1473043500,0.3513816747417895,0
418,1473043800,0.346682014370372,0
419,1473044100,0.35603480382266106,0
420,1473044400,0.35647530004235184,0
421,1473044700,0.3662468711127073,0
422,1473045000,0.3528706760476684,0
423,1473045300,0.3517539250682592,0
424,1473045600,0.3497530795632218,0
425,1473045900,0.3533111722673592,0
426,1473046200,0.3308830900970334,0
427,1473046500,0.3388399408255863,0
428,1473046800,0.3306287190405774,0
429,1473047100,0.35019357578291266,0
430,1473047400,0.33400068658148,0
431,1473047700,0.3417031662535769,0
432,1473048000,0.3555446742261775,0
433,1473048300,0.3567793044756004,0
434,1473048600,0.3796944141561631,0
435,1473048900,0.3718089114070779,0
436,1473049200,0.3695040614687919,0
437,1473049500,0.39276970687420004,0
438,1473049800,0.3905610216032526,0
439,1473050100,0.3851168605788957,0
440,1473050400,0.4027522197956612,0
441,1473050700,0.3890937349000488,0
442,1473051000,0.3985861182250266,0
443,1473051300,0.3963526162662083,0
444,1473051600,0.3863018574515259,0
445,1473051900,0.3842327660532674,0
446,1473052200,0.3830229524927662,0
447,1473052500,0.3829764212011694,0
448,1473052800,0.37539182079908623,0
449,1473053100,0.3846732622729583,0
450,1473053400,0.38032413762533535,0
451,1473053700,0.3866275764874497,0
452,1473054000,0.3648292177862961,0
453,1473054300,0.3730869708618511,0
454,1473054600,0.3746690347488219,0
455,1473054900,0.3791608553553802,0
456,1473055200,0.3715049069738293,0
457,1473055500,0.3605700536335187,0
458,1473055800,0.3657350269135488,0
459,1473056100,0.3586157394200781,0
460,1473056400,0.3567544877877295,0
461,1473056700,0.3749947537847456,0
462,1473057000,0.3663864649853961,0
463,1473057300,0.3645034987503724,0
464,1473057600,0.3656202497297815,0
465,1473057900,0.36419949431712384,0
466,1473058200,0.34877592245650146,0
467,1473058500,0.3566148939150407,0
468,1473058800,0.3558486786594261,0
469,1473059100,0.34249419819706234,0
470,1473059400,0.36899221727068415,0
471,1473059700,0.3554050803534887,0
472,1473060000,0.3551507092970327,0
473,1473060300,0.3493560125488812,0
474,1473060600,0.3493808292367521,0
475,1473060900,0.3368173807189245,0
476,1473061200,0.3411447907638723,0
477,1473061500,0.34468116886533456,0
478,1473061800,0.3419110060194869,0
479,1473062100,0.3421219478705926,0
480,1473062400,0.3306287190405774,0
481,1473062700,0.3440049141056163,0
482,1473063000,0.3313732196935168,0
483,1473063300,0.3467502602635932,0
484,1473063600,0.3450068879012583,0
485,1473063900,0.3290466551536065,0
486,1473064200,0.34125956794763945,0
487,1473064500,0.34286644852353204,0
488,1473064800,0.3481710156762509,0
489,1473065100,0.3385607530812594,0
490,1473065400,0.33881822622291113,0
491,1473065700,0.33677084942732777,0
492,1473066000,0.3380489088821009,0
493,1473066300,0.32460136583759425,0
494,1473066600,0.3420754165800466,0
495,1473066900,0.33269781043883595,0
496,1473067200,0.3380489088821009,0
497,1473067500,0.3336067216523351,0
498,1473067800,0.3329769981842137,0
499,1473068100,0.328742650720358,0
500,1473068400,0.32630130899562965,0
501,1473068700,0.3177147347979045,0
502,1473069000,0.3199482367567228,0
503,1473069300,0.3372113456470186,0
504,1473069600,0.3118052608659858,0
505,1473069900,0.2972657835305714,0
506,1473070200,0.30270994455534866,0
507,1473070500,0.2990556871837675,0
508,1473070800,0.3085728871977721,0
509,1473071100,0.3162970814714933,0
510,1473071400,0.3123419217530153,0
511,1473071700,0.3270675242512442,0
512,1473072000,0.316669331797963,0
513,1473072300,0.3210432731345076,0
514,1473072600,0.3145754237118336,0
515,1473072900,0.3122705737735476,0
516,1473073200,0.31713464470657554,0
517,1473073500,0.31215579658978043,0
518,1473073800,0.3230193019506233,0
519,1473074100,0.3264874341588645,0
520,1473074400,0.3303960625867965,0
521,1473074700,0.3331631233474485,0
522,1473075000,0.34012110236555515,0
523,1473075300,0.3380954401726469,0
524,1473075600,0.3405864152741677,0
525,1473075900,0.3558486786594261,0
526,1473076200,0.3566862418945084,0
527,1473076500,0.3649905262606093,0
528,1473076800,0.3672705595099736,0
529,1473077100,0.3807646338450262,0
530,1473077400,0.37771838534004737,0
531,1473077700,0.3844654225070483,0
532,1473078000,0.3773213183246559,0
533,1473078300,0.38604748639507,0
534,1473078600,0.3963309016635332,0
535,1473078900,0.39584077206704976,0
536,1473079200,0.3948884316482003,0
537,1473079500,0.4047530653006986,0
538,1473079800,0.39965633791388977,0
539,1473080100,0.3927014609809789,0
540,1473080400,0.38732554584879225,0
541,1473080700,0.3888858951341389,0
542,1473081000,0.3844654225070483,0
543,1473081300,0.3884422968282014,0
544,1473081600,0.3900957086956908,0
545,1473081900,0.3893977393332974,0
546,1473082200,0.3984248097496626,0
547,1473082500,0.3865345139053069,0
548,1473082800,0.39386474325093396,0
549,1473083100,0.3902353025673289,0
550,1473083400,0.3900491774040941,0
551,1473083700,0.4012632184897823,0
552,1473084000,0.3899312981340803,0
553,1473084300,0.389909583532456,0
554,1473084600,0.3919786749296637,0
555,1473084900,0.3737384089326477,0
556,1473085200,0.3777866312332685,0
557,1473085500,0.3695971240509347,0
558,1473085800,0.3577316448944498,0
559,1473086100,0.3615254961386147,0
560,1473086400,0.3502866383650555,0
561,1473086700,0.3369786891932377,0
562,1473087000,0.3407260091468566,0
563,1473087300,0.3248123076897508,0
564,1473087600,0.33081484420381224,0
565,1473087900,0.32208867613444897,0
566,1473088200,0.30452466489715124,0
567,1473088500,0.3037553475552901,0
568,1473088800,0.2925661231588387,0
569,1473089100,0.2897494290219195,0
570,1473089400,0.2669739132137305,0
571,1473089700,0.2719527613303155,0
572,1473090000,0.2575280611794038,0
573,1473090300,0.26944007162664485,0
574,1473090600,0.24512592113567924,0
575,1473090900,0.2386828884016117,0
576,1473091200,0.2399857645442557,0
577,1473091500,0.2285142503168105,0
578,1473091800,0.22065046216998013,0
579,1473092100,0.21153032917136705,0
580,1473092400,0.21634786881311344,0
581,1473092700,0.19382672406140136,0
582,1473093000,0.19261691050036425,0
583,1473093300,0.17225791972828652,0
584,1473093600,0.17560817266651396,0
585,1473093900,0.1673038883000978,0
586,1473094200,0.1594618147556273,0
587,1473094500,0.14850524681306188,0
588,1473094800,0.15048127562949284,0
589,1473095100,0.14627174485424355,0
590,1473095400,0.13161438824923574,0
591,1473095700,0.12809972475013334,0
592,1473096000,0.11616599970053235,0
593,1473096300,0.10927936866073754,0
594,1473096600,0.1107435532782201,0
595,1473096900,0.1029045818198911,0
596,1473097200,0.10029882953460308,0
597,1473097500,0.09869194895860542,0
598,1473097800,0.09494773109154836,0
599,1473098100,0.08887384659801917,0
600,1473098400,0.08566318753248059,0
601,1473098700,0.08187243837456228,0
602,1473099000,0.08245252846589117,0
603,1473099300,0.08001118674221369,0
604,1473099600,0.07482139677326198,0
605,1473099900,0.07405518151764742,0
606,1473100200,0.07412342741086858,0
607,1473100500,0.07119195609070765,0
608,1473100800,0.06667842088147424,0
609,1473101100,0.0679130511308971,0
610,1473101400,0.07063358060100307,0
611,1473101700,0.06663188959092824,0
612,1473102000,0.0634925785048573,0
613,1473102300,0.06379348085185935,0
614,1473102600,0.05921169974940476,0
615,1473102900,0.0598383211323305,0
616,1473103200,0.05746522530187415,0
617,1473103500,0.05776922973512274,0
618,1473103800,0.05523172334305584,0
619,1473104100,0.05299822138423755,0
620,1473104400,0.051580568056775584,0
621,1473104700,0.0522537207312981,0
622,1473105000,0.051766693220010436,0
623,1473105300,0.04925400351686525,0
624,1473105600,0.049043061664708704,0
625,1473105900,0.04664825123157725,0
626,1473106200,0.04818378382800211,0
627,1473106500,0.04604334445132663,0
628,1473106800,0.04497312476246351,0
629,1473107100,0.04462258903866891,0
630,1473107400,0.0448800621803207,0
631,1473107700,0.047206626721281834,0
632,1473108000,0.04508790194623069,0
633,1473108300,0.043065341839568914,0
634,1473108600,0.04455434314544778,0
635,1473108900,0.04732140390504897,0
636,1473109200,0.04804418995531326,0
637,1473109500,0.045066187343555525,0
638,1473109800,0.04664825123157725,0
639,1473110100,0.044994839365138616,0
640,1473110400,0.047507529068283816,0
641,1473110700,0.0461581216350938,0
642,1473111000,0.046973970267500935,0
643,1473111300,0.04660171994103121,0
644,1473111600,0.050417285786820434,0
645,1473111900,0.04922918682794357,0
646,1473112200,0.04983409360924496,0
647,1473112500,0.05493082099500303,0
648,1473112800,0.05572185293953929,0
649,1473113100,0.061538264290365886,0
650,1473113400,0.06726161306010049,0
651,1473113700,0.06677148346361708,0
652,1473114000,0.06661017498825307,0
653,1473114300,0.07182167955882914,0
654,1473114600,0.07900921294657168,0
655,1473114900,0.07933493198144458,0
656,1473115200,0.08257040773590488,0
657,1473115500,0.08305743524719256,0
658,1473115800,0.0892460969244889,0
659,1473116100,0.09313301074995596,0
660,1473116400,0.09355179236718186,0
661,1473116700,0.09366656955126423,0
662,1473117000,0.10216008116695166,0
663,1473117300,0.10757942550322754,0
664,1473117600,0.11409380621655266,0
665,1473117900,0.12105178523560504,0
666,1473118200,0.12428415890381878,0
667,1473118500,0.13531207482564175,0
668,1473118800,0.14066317326869646,0
669,1473119100,0.14064145866633654,0
670,1473119400,0.14312933168161088,0
671,1473119700,0.1540890017102127,0
672,1473120000,0.15727484408767026,0
673,1473120300,0.16453372545382972,0
674,1473120600,0.1725619241615351,0
675,1473120900,0.18849734022070647,0
676,1473121200,0.18877652796555885,0
677,1473121500,0.19073084217955635,0
678,1473121800,0.20271420060599202,0
679,1473122100,0.20245672746351007,0
680,1473122400,0.21087889110004496,0
681,1473122700,0.2174398031041263,0
682,1473123000,0.21811605786384453,0
683,1473123300,0.2420796726307004,0
684,1473123600,0.2555737469654378,0
685,1473123900,0.2532006511341408,0
686,1473124200,0.27097560422327993,0
687,1473124500,0.2773503910642314,0
688,1473124800,0.2754891394318829,0
689,1473125100,0.2872832706090052,0
690,1473125400,0.29686871651570546,0
691,1473125700,0.29959234807111224,0
692,1473126000,0.30368710166206897,0
693,1473126300,0.3029643156116996,0
694,1473126600,0.3228114621847134,0
695,1473126900,0.33081484420381224,0
696,1473127200,0.3235094315471068,0
697,1473127500,0.3281160293374322,0
698,1473127800,0.3336067216523351,1
699,1473128100,0.483133473625249,1
700,1473128400,0.3504262322377444,1
701,1473128700,0.3367460327394568,0
702,1473129000,0.3336749675455563,0
703,1473129300,0.3407477237484809,0
704,1473129600,0.34477423144747743,0
705,1473129900,0.3608492413788964,0
706,1473130200,0.3535438287211401,0
707,1473130500,0.3601760887043739,0
708,1473130800,0.3539160790476098,0
709,1473131100,0.3574524571490721,0
710,1473131400,0.3516360457982455,0
711,1473131700,0.3485184493137989,0
712,1473132000,0.3506837053793961,0
713,1473132300,0.3613859022659259,0
714,1473132600,0.3484036721300318,0
715,1473132900,0.3506371740888501,0
716,1473133200,0.34246938150919143,0
717,1473133500,0.3491233560951003,0
718,1473133800,0.3305573710621605,0
719,1473134100,0.3386538156623514,0
720,1473134400,0.3581287119087904,0
721,1473134700,0.3525666716144198,0
722,1473135000,0.35205482741526123,0
723,1473135300,0.3595711819241233,0
724,1473135600,0.3751343476574345,0
725,1473135900,0.3788568509221316,0
726,1473136200,0.3912341742767244,0
727,1473136500,0.3833238548397682,0
728,1473136800,0.3828120106406097,0
729,1473137100,0.4103368201977444,0
730,1473137400,0.3926549296893821,0
731,1473137700,0.4139197295897527,0
732,1473138000,0.4183867335073893,0
733,1473138300,0.4002395300914652,0
734,1473138600,0.3935142075271394,0
735,1473138900,0.3850237979967529,0
736,1473139200,0.38018454375264654,0
737,1473139500,0.3641312484239027,0
738,1473139800,0.3677606891064569,0
739,1473140100,0.3687378462142281,0
740,1473140400,0.366457812963813,0
741,1473140700,0.3687130295253064,0
742,1473141000,0.3662251565100321,0
743,1473141300,0.3652479994033119,0
744,1473141600,0.37022684752010704,0
745,1473141900,0.3623847739753213,0
746,1473142200,0.3584296142568432,0
747,1473142500,0.35689408165936753,0
748,1473142800,0.3480996676967832,0
749,1473143100,0.3485184493137989,0
750,1473143400,0.3684121271783045,0
751,1473143700,0.3437505430491603,0
752,1473144000,0.3486828598754094,0
753,1473144300,0.35647530004235184,0
754,1473144600,0.36022261999597066,0
755,1473144900,0.35124208086910064,0
756,1473145200,0.3478452966403272,0
757,1473145500,0.3491698873856464,0
758,1473145800,0.34516819637557145,0
759,1473146100,0.3491947040735172,0
760,1473146400,0.3485184493137989,0
761,1473146700,0.3404468214014789,0
762,1473147000,0.33646684499407914,0
763,1473147300,0.34246938150919143,0
764,1473147600,0.3534042348495021,0
765,1473147900,0.3442623872483189,0
766,1473148200,0.3368639120094706,0
767,1473148500,0.3376766585556312,0
768,1473148800,0.3435861324886006,0
769,1473149100,0.3379806629888797,0
770,1473149400,0.3347234726317443,0
771,1473149700,0.3427951005440643,0
772,1473150000,0.3336749675455563,0
773,1473150300,0.3397953833306823,0
774,1473150600,0.3329087522909925,0
775,1473150900,0.3434930699064577,0
